cta-ashland-brt,Ashland Ave. & W Irving Park Rd.,Chicago,2013,08:00-09:00,,,,,,,,,,,,,239,144,202,378,,,,,41.9542826,-87.6690667
cta-ashland-brt,Ashland Ave. & W Grace St.,Chicago,2013,08:00-09:00,,,,,,,,,,,,,62,16,25,19,,,,,41.9506177,-87.6689201
cta-ashland-brt,Ashland Ave. & W Addison St.,Chicago,2013,08:00-09:00,,,,,,,,,,,,,28,49,11,16,,,,,41.9469476,-87.6688404
cta-ashland-brt,Ashland Ave. & W Roscoe St.,Chicago,2013,08:00-09:00,,,,,,,,,,,,,43,20,13,18,,,,,41.9433243,-87.6687616
cta-ashland-brt,Ashland Ave. & W School St.,Chicago,2013,08:00-09:00,,,,,,,,,,,,,24,33,35,24,,,,,41.9414968,-87.6686981
cta-ashland-brt,Ashland Ave. & W Barry Ave.,Chicago,2013,08:00-09:00,,,,,,,,,,,,,54,48,19,130,,,,,41.9378207,-87.6685572
cta-ashland-brt,Ashland Ave. & W Wellington Ave.,Chicago,2013,08:00-09:00,,,,,,,,,,,,,8,2,1,1,,,,,41.9360239,-87.668513
cta-ashland-brt,Ashland Ave. & W Diversey Pkwy.,Chicago,2013,08:00-09:00,,,,,,,,,,,,,44,76,31,20,,,,,41.9323748,-87.6683781
cta-ashland-brt,Ashland Ave. & W Wrightwood Ave.,Chicago,2013,08:00-09:00,,,,,,,,,,,,,12,3,2,4,,,,,41.9287728,-87.6682404
cta-ashland-brt,Ashland Ave. & W Fullerton Ave.,Chicago,2013,08:00-09:00,,,,,,,,,,,,,20,38,24,39,,,,,41.9251169,-87.6681627
cta-ashland-brt,Ashland Ave. & W Webster Ave.,Chicago,2013,08:00-09:00,,,,,,,,,,,,,4,7,4,2,,,,,41.9215234,-87.6686496
cta-ashland-brt,Ashland Ave. & W Armitage Ave.,Chicago,2013,08:00-09:00,,,,,,,,,,,,,11,7,2,3,,,,,41.917924,-87.6679633
cta-ashland-brt,Ashland Ave. & W Cortland St.,Chicago,2013,08:00-09:00,,,,,,,,,,,,,159,28,27,52,,,,,41.9160955,-87.6678401
cta-ashland-brt,Ashland Ave. & W Wabansia Ave.,Chicago,2013,08:00-09:00,,,,,,,,,,,,,1,1,20,4,,,,,41.9124289,-87.6677609
cta-ashland-brt,Ashland Ave. & W Blackhawk St.,Chicago,2013,08:00-09:00,,,,,,,,,,,,,24,19,9,9,,,,,41.9069632,-87.667628
cta-ashland-brt,Ashland Ave. & N Milwaukee Ave.,Chicago,2013,08:00-09:00,,,,,,,,,,,,,40,11,24,4,,,,,41.9040076,-87.667518
cta-ashland-brt,Ashland Ave. & W Division St.,Chicago,2013,08:00-09:00,,,,,,,,,,,,,102,102,77,145,,,,,41.9033154,-87.6674703
cta-ashland-brt,Ashland Ave. & W Augusta Blvd.,Chicago,2013,08:00-09:00,,,,,,,,,,,,,34,6,6,20,,,,,41.8996675,-87.6673515
